Connecting to host 10.0.2.2, port 5201
[ 14] local 10.0.1.2 port 38580 connected to 10.0.2.2 port 5201
[ 14] 563.00-564.00 sec  1.24 MBytes  10.4 Mbits/sec    2   69.3 KBytes       
[ 14] 564.00-565.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 565.00-566.00 sec  1018 KBytes  8.34 Mbits/sec    0    106 KBytes       
[ 14] 566.00-567.00 sec  1.24 MBytes  10.4 Mbits/sec    0    122 KBytes       
[ 14] 567.00-568.00 sec  1.06 MBytes  8.86 Mbits/sec    4   77.8 KBytes       
[ 14] 568.00-569.00 sec  1.24 MBytes  10.4 Mbits/sec    0   96.2 KBytes       
[ 14] 569.00-570.00 sec  1018 KBytes  8.34 Mbits/sec    0    113 KBytes       
[ 14] 570.00-571.00 sec  1.24 MBytes  10.4 Mbits/sec    1   65.0 KBytes       
[ 14] 571.00-572.00 sec  1.24 MBytes  10.4 Mbits/sec    0   87.7 KBytes       
[ 14] 572.00-573.00 sec  1018 KBytes  8.34 Mbits/sec    0    105 KBytes       
[ 14] 573.00-574.00 sec  1.24 MBytes  10.4 Mbits/sec    0    119 KBytes       
[ 14] 574.00-575.00 sec  1018 KBytes  8.34 Mbits/sec    2   77.8 KBytes       
[ 14] 575.00-576.00 sec  1.24 MBytes  10.4 Mbits/sec    0   97.6 KBytes       
[ 14] 576.00-577.00 sec  1018 KBytes  8.34 Mbits/sec    0    113 KBytes       
[ 14] 577.00-578.00 sec  1.24 MBytes  10.4 Mbits/sec    2   67.9 KBytes       
[ 14] 578.00-579.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 579.00-580.00 sec  1018 KBytes  8.34 Mbits/sec    0    106 KBytes       
[ 14] 580.00-581.00 sec  1.24 MBytes  10.4 Mbits/sec    0    120 KBytes       
[ 14] 581.00-582.00 sec  1.12 MBytes  9.38 Mbits/sec    1   80.6 KBytes       
[ 14] 582.00-583.00 sec  1.24 MBytes  10.4 Mbits/sec    0   99.0 KBytes       
[ 14] 583.00-584.00 sec  1018 KBytes  8.34 Mbits/sec    0    115 KBytes       
[ 14] 584.00-585.00 sec  1.24 MBytes  10.4 Mbits/sec    4   66.5 KBytes       
[ 14] 585.00-586.00 sec  1018 KBytes  8.34 Mbits/sec    0   87.7 KBytes       
[ 14] 586.00-587.00 sec  1.24 MBytes  10.4 Mbits/sec    0    105 KBytes       
[ 14] 587.00-588.00 sec  1018 KBytes  8.34 Mbits/sec    0    120 KBytes       
[ 14] 588.00-589.00 sec  1.24 MBytes  10.4 Mbits/sec    2   77.8 KBytes       
[ 14] 589.00-590.00 sec  1.24 MBytes  10.4 Mbits/sec    0   97.6 KBytes       
[ 14] 590.00-591.00 sec  1018 KBytes  8.34 Mbits/sec    0    113 KBytes       
[ 14] 591.00-592.00 sec  1.12 MBytes  9.38 Mbits/sec    2   67.9 KBytes       
[ 14] 592.00-593.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 593.00-594.00 sec  1018 KBytes  8.34 Mbits/sec    0    106 KBytes       
[ 14] 594.00-595.00 sec  1.24 MBytes  10.4 Mbits/sec    0    120 KBytes       
[ 14] 595.00-596.00 sec  1.24 MBytes  10.4 Mbits/sec    2   79.2 KBytes       
[ 14] 596.00-597.00 sec  1018 KBytes  8.34 Mbits/sec    0   99.0 KBytes       
[ 14] 597.00-598.00 sec  1.24 MBytes  10.4 Mbits/sec    0    113 KBytes       
[ 14] 598.00-599.00 sec  1018 KBytes  8.34 Mbits/sec    2   67.9 KBytes       
[ 14] 599.00-600.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 600.00-601.00 sec  1.24 MBytes  10.4 Mbits/sec    0    106 KBytes       
[ 14] 601.00-602.00 sec  1018 KBytes  8.34 Mbits/sec    0    120 KBytes       
[ 14] 602.00-603.00 sec  1.37 MBytes  11.5 Mbits/sec    0    133 KBytes       
[ 14] 603.00-604.00 sec   954 KBytes  7.82 Mbits/sec    0    146 KBytes       
[ 14] 604.00-605.00 sec  1.24 MBytes  10.4 Mbits/sec    0    156 KBytes       
[ 14] 605.00-606.00 sec  1.37 MBytes  11.5 Mbits/sec    0    167 KBytes       
[ 14] 606.00-607.00 sec  1.12 MBytes  9.38 Mbits/sec    0    177 KBytes       
[ 14] 607.00-608.00 sec  1.30 MBytes  10.9 Mbits/sec    1    102 KBytes       
[ 14] 608.00-609.00 sec  1.12 MBytes  9.38 Mbits/sec    0    117 KBytes       
[ 14] 609.00-610.00 sec  1.12 MBytes  9.38 Mbits/sec    0    130 KBytes       
[ 14] 610.00-611.00 sec  1.12 MBytes  9.38 Mbits/sec    0    143 KBytes       
[ 14] 611.00-612.00 sec  1.12 MBytes  9.38 Mbits/sec    0    154 KBytes       
[ 14] 612.00-613.00 sec  1.12 MBytes  9.38 Mbits/sec    0    164 KBytes       
[ 14] 613.00-614.00 sec  1.12 MBytes  9.38 Mbits/sec    0    174 KBytes       
[ 14] 614.00-615.00 sec  1.12 MBytes  9.38 Mbits/sec    4   94.7 KBytes       
[ 14] 615.00-616.00 sec  1.12 MBytes  9.38 Mbits/sec    0    110 KBytes       
[ 14] 616.00-617.00 sec  1.12 MBytes  9.38 Mbits/sec    0    124 KBytes       
[ 14] 617.00-618.00 sec  1.12 MBytes  9.38 Mbits/sec    0    137 KBytes       
[ 14] 618.00-619.00 sec  1.12 MBytes  9.38 Mbits/sec    0    148 KBytes       
[ 14] 619.00-620.00 sec  1.12 MBytes  9.38 Mbits/sec    0    160 KBytes       
[ 14] 620.00-621.00 sec  1.12 MBytes  9.38 Mbits/sec    0    170 KBytes       
[ 14] 621.00-622.00 sec  1.12 MBytes  9.38 Mbits/sec    2   99.0 KBytes       
[ 14] 622.00-623.00 sec  1.12 MBytes  9.38 Mbits/sec    0    107 KBytes       
[ 14] 623.00-624.00 sec  1.12 MBytes  9.38 Mbits/sec    0    122 KBytes       
[ 14] 624.00-625.00 sec  1.12 MBytes  9.38 Mbits/sec    0    134 KBytes       
[ 14] 625.00-626.00 sec  1.49 MBytes  12.5 Mbits/sec    0    147 KBytes       
[ 14] 626.00-627.00 sec  1.12 MBytes  9.38 Mbits/sec    0    157 KBytes       
[ 14] 627.00-628.00 sec  1.12 MBytes  9.38 Mbits/sec    0    167 KBytes       
[ 14] 628.00-629.00 sec  1.12 MBytes  9.38 Mbits/sec    0    177 KBytes       
[ 14] 629.00-630.00 sec  1.12 MBytes  9.38 Mbits/sec    2    105 KBytes       
[ 14] 630.00-631.00 sec  1.12 MBytes  9.38 Mbits/sec    0    119 KBytes       
[ 14] 631.00-632.00 sec  1.12 MBytes  9.38 Mbits/sec    0    133 KBytes       
[ 14] 632.00-633.00 sec  1.12 MBytes  9.38 Mbits/sec    0    144 KBytes       
[ 14] 633.00-634.00 sec  1.12 MBytes  9.38 Mbits/sec    0    156 KBytes       
[ 14] 634.00-635.00 sec  1.12 MBytes  9.38 Mbits/sec    0    165 KBytes       
[ 14] 635.00-636.00 sec  1.12 MBytes  9.38 Mbits/sec    0    175 KBytes       
[ 14] 636.00-637.00 sec  1.12 MBytes  9.38 Mbits/sec    2    102 KBytes       
[ 14] 637.00-638.00 sec  1.12 MBytes  9.38 Mbits/sec    0    116 KBytes       
[ 14] 638.00-639.00 sec  1.12 MBytes  9.38 Mbits/sec    0    130 KBytes       
[ 14] 639.00-640.00 sec  1.12 MBytes  9.38 Mbits/sec    0    141 KBytes       
[ 14] 640.00-641.00 sec  1.12 MBytes  9.38 Mbits/sec    0    153 KBytes       
[ 14] 641.00-642.00 sec  1.12 MBytes  9.38 Mbits/sec    0    164 KBytes       
[ 14] 642.00-643.00 sec  1.12 MBytes  9.38 Mbits/sec    0    174 KBytes       
[ 14] 643.00-644.00 sec  1.49 MBytes  12.5 Mbits/sec    2   97.6 KBytes       
[ 14] 644.00-645.00 sec  1.12 MBytes  9.38 Mbits/sec    0    113 KBytes       
[ 14] 645.00-646.00 sec  1.12 MBytes  9.38 Mbits/sec    0    127 KBytes       
[ 14] 646.00-647.00 sec  1.12 MBytes  9.38 Mbits/sec    0    139 KBytes       
[ 14] 647.00-648.00 sec  1.12 MBytes  9.38 Mbits/sec    0    151 KBytes       
[ 14] 648.00-649.00 sec  1.12 MBytes  9.38 Mbits/sec    0    161 KBytes       
[ 14] 649.00-650.00 sec  1.12 MBytes  9.38 Mbits/sec    0    171 KBytes       
[ 14] 650.00-651.00 sec  1.24 MBytes  10.4 Mbits/sec    2   91.9 KBytes       
[ 14] 651.00-652.00 sec  1.12 MBytes  9.38 Mbits/sec    0    109 KBytes       
[ 14] 652.00-653.00 sec  1.12 MBytes  9.38 Mbits/sec    0    123 KBytes       
[ 14] 653.00-654.00 sec  1.12 MBytes  9.38 Mbits/sec    0    136 KBytes       
[ 14] 654.00-655.00 sec  1.12 MBytes  9.38 Mbits/sec    0    147 KBytes       
[ 14] 655.00-656.00 sec  1.12 MBytes  9.38 Mbits/sec    0    158 KBytes       
[ 14] 656.00-657.00 sec  1.12 MBytes  9.38 Mbits/sec    0    168 KBytes       
[ 14] 657.00-658.00 sec  1.12 MBytes  9.38 Mbits/sec    0    178 KBytes       
[ 14] 658.00-659.00 sec  1.12 MBytes  9.38 Mbits/sec    2    106 KBytes       
[ 14] 659.00-660.00 sec  1.12 MBytes  9.38 Mbits/sec    0    120 KBytes       
[ 14] 660.00-661.00 sec  1.12 MBytes  9.38 Mbits/sec    0    133 KBytes       
[ 14] 661.00-662.00 sec  1.12 MBytes  9.38 Mbits/sec    0    146 KBytes       
[ 14] 662.00-663.00 sec  1.12 MBytes  9.38 Mbits/sec    0    156 KBytes       
[ 14] 663.00-664.00 sec  1.12 MBytes  9.39 Mbits/sec    0    167 KBytes       
[ 14] 664.00-665.00 sec  1.12 MBytes  9.38 Mbits/sec    0    175 KBytes       
[ 14] 665.00-666.00 sec  1.49 MBytes  12.5 Mbits/sec    0    185 KBytes       
[ 14] 666.00-667.00 sec  1.18 MBytes  9.90 Mbits/sec    0    194 KBytes       
[ 14] 667.00-668.00 sec   891 KBytes  7.30 Mbits/sec    0    202 KBytes       
[ 14] 668.00-669.00 sec  1.30 MBytes  10.9 Mbits/sec    0    211 KBytes       
[ 14] 669.00-670.00 sec  1.30 MBytes  10.9 Mbits/sec    0    218 KBytes       
[ 14] 670.00-671.00 sec   891 KBytes  7.30 Mbits/sec    0    225 KBytes       
[ 14] 671.00-672.00 sec  1.49 MBytes  12.5 Mbits/sec    0    232 KBytes       
[ 14] 672.00-673.00 sec  1018 KBytes  8.34 Mbits/sec    0    239 KBytes       
[ 14] 673.00-674.00 sec  1018 KBytes  8.34 Mbits/sec    0    246 KBytes       
[ 14] 674.00-675.00 sec  1.49 MBytes  12.5 Mbits/sec    0    253 KBytes       
[ 14] 675.00-676.00 sec  1.06 MBytes  8.86 Mbits/sec    0    259 KBytes       
[ 14] 676.00-677.00 sec  1.12 MBytes  9.38 Mbits/sec    0    266 KBytes       
[ 14] 677.00-678.00 sec  1.12 MBytes  9.38 Mbits/sec    0    272 KBytes       
[ 14] 678.00-679.00 sec  1.12 MBytes  9.38 Mbits/sec    0    277 KBytes       
[ 14] 679.00-680.00 sec  1.12 MBytes  9.38 Mbits/sec    0    284 KBytes       
[ 14] 680.00-681.00 sec  1.12 MBytes  9.38 Mbits/sec    0    290 KBytes       
[ 14] 681.00-682.00 sec  1.24 MBytes  10.4 Mbits/sec    0    296 KBytes       
[ 14] 682.00-683.00 sec  1.24 MBytes  10.4 Mbits/sec    0    301 KBytes       
[ 14] 683.00-684.00 sec  1.24 MBytes  10.4 Mbits/sec    0    305 KBytes       
[ 14] 684.00-685.00 sec  1.24 MBytes  10.4 Mbits/sec    0    311 KBytes       
[ 14] 685.00-686.00 sec  1.30 MBytes  10.9 Mbits/sec    2    294 KBytes       
[ 14] 686.00-687.00 sec  1.24 MBytes  10.4 Mbits/sec    0    168 KBytes       
[ 14] 687.00-688.00 sec   636 KBytes  5.21 Mbits/sec    0    178 KBytes       
[ 14] 688.00-689.00 sec  1.24 MBytes  10.4 Mbits/sec    0    187 KBytes       
[ 14] 689.00-690.00 sec  1.24 MBytes  10.4 Mbits/sec    0    195 KBytes       
[ 14] 690.00-691.00 sec  1.24 MBytes  10.4 Mbits/sec    0    204 KBytes       
[ 14] 691.00-692.00 sec  1.24 MBytes  10.4 Mbits/sec    0    212 KBytes       
[ 14] 692.00-693.00 sec  1.24 MBytes  10.4 Mbits/sec    0    219 KBytes       
[ 14] 693.00-694.00 sec   636 KBytes  5.21 Mbits/sec    0    226 KBytes       
[ 14] 694.00-695.00 sec  1.24 MBytes  10.4 Mbits/sec    0    233 KBytes       
[ 14] 695.00-696.00 sec  1.24 MBytes  10.4 Mbits/sec    0    240 KBytes       
[ 14] 696.00-697.00 sec  1.24 MBytes  10.4 Mbits/sec    0    247 KBytes       
[ 14] 697.00-698.00 sec  1.24 MBytes  10.4 Mbits/sec    0    255 KBytes       
[ 14] 698.00-699.00 sec  1.24 MBytes  10.4 Mbits/sec    0    260 KBytes       
[ 14] 699.00-700.00 sec   636 KBytes  5.21 Mbits/sec    0    267 KBytes       
[ 14] 700.00-701.00 sec  1.24 MBytes  10.4 Mbits/sec    0    273 KBytes       
[ 14] 701.00-702.00 sec  1.24 MBytes  10.4 Mbits/sec    0    279 KBytes       
[ 14] 702.00-703.00 sec  1.24 MBytes  10.4 Mbits/sec    0    284 KBytes       
[ 14] 703.00-704.00 sec  1.24 MBytes  10.4 Mbits/sec    0    290 KBytes       
[ 14] 704.00-705.00 sec  1.24 MBytes  10.4 Mbits/sec    0    296 KBytes       
[ 14] 705.00-706.00 sec   636 KBytes  5.21 Mbits/sec    0    301 KBytes       
[ 14] 706.00-707.00 sec  1.24 MBytes  10.4 Mbits/sec    0    307 KBytes       
[ 14] 707.00-708.00 sec  1.24 MBytes  10.4 Mbits/sec    0    313 KBytes       
[ 14] 708.00-709.00 sec   636 KBytes  5.21 Mbits/sec    2    198 KBytes       
[ 14] 709.00-710.00 sec  1.55 MBytes  13.0 Mbits/sec    0    170 KBytes       
[ 14] 710.00-711.00 sec  1.24 MBytes  10.4 Mbits/sec    0    180 KBytes       
[ 14] 711.00-712.00 sec  1.24 MBytes  10.4 Mbits/sec    0    188 KBytes       
[ 14] 712.00-713.00 sec  1.24 MBytes  10.4 Mbits/sec    0    197 KBytes       
[ 14] 713.00-714.00 sec  1.24 MBytes  10.4 Mbits/sec    0    205 KBytes       
[ 14] 714.00-715.00 sec   636 KBytes  5.21 Mbits/sec    0    214 KBytes       
[ 14] 715.00-716.00 sec  1.24 MBytes  10.4 Mbits/sec    0    221 KBytes       
[ 14] 716.00-717.00 sec  1.24 MBytes  10.4 Mbits/sec    0    228 KBytes       
[ 14] 717.00-718.00 sec  1.24 MBytes  10.4 Mbits/sec    0    235 KBytes       
[ 14] 718.00-719.00 sec  1.24 MBytes  10.4 Mbits/sec    0    242 KBytes       
[ 14] 719.00-720.00 sec  1.24 MBytes  10.4 Mbits/sec    0    249 KBytes       
[ 14] 720.00-721.00 sec   636 KBytes  5.21 Mbits/sec    0    256 KBytes       
[ 14] 721.00-722.00 sec  1.24 MBytes  10.4 Mbits/sec    0    262 KBytes       
[ 14] 722.00-723.00 sec  1.24 MBytes  10.4 Mbits/sec    0    267 KBytes       
[ 14] 723.00-724.00 sec  1.24 MBytes  10.4 Mbits/sec    0    274 KBytes       
[ 14] 724.00-725.00 sec  1.24 MBytes  10.4 Mbits/sec    0    280 KBytes       
[ 14] 725.00-726.00 sec  1.24 MBytes  10.4 Mbits/sec    0    286 KBytes       
[ 14] 726.00-727.00 sec   636 KBytes  5.21 Mbits/sec    0    291 KBytes       
[ 14] 727.00-728.00 sec  1.24 MBytes  10.4 Mbits/sec    0    297 KBytes       
[ 14] 728.00-729.00 sec  1.24 MBytes  10.4 Mbits/sec    0    303 KBytes       
[ 14] 729.00-730.00 sec  1.24 MBytes  10.4 Mbits/sec    0    308 KBytes       
[ 14] 730.00-731.00 sec  1.24 MBytes  10.4 Mbits/sec    0    314 KBytes       
[ 14] 731.00-732.00 sec  1.24 MBytes  10.4 Mbits/sec    0    318 KBytes       
[ 14] 732.00-733.00 sec   636 KBytes  5.21 Mbits/sec    0    324 KBytes       
[ 14] 733.00-734.00 sec  1.37 MBytes  11.5 Mbits/sec    0    328 KBytes       
[ 14] 734.00-735.00 sec  1.37 MBytes  11.5 Mbits/sec    0    334 KBytes       
[ 14] 735.00-736.00 sec   700 KBytes  5.73 Mbits/sec    0    338 KBytes       
[ 14] 736.00-737.00 sec  1.37 MBytes  11.5 Mbits/sec    0    344 KBytes       
[ 14] 737.00-738.00 sec  1.37 MBytes  11.5 Mbits/sec    0    348 KBytes       
[ 14] 738.00-739.00 sec  1.37 MBytes  11.5 Mbits/sec    0    354 KBytes       
[ 14] 739.00-740.00 sec   764 KBytes  6.25 Mbits/sec    0    358 KBytes       
[ 14] 740.00-741.00 sec  1.49 MBytes  12.5 Mbits/sec    0    362 KBytes       
[ 14] 741.00-742.00 sec   764 KBytes  6.25 Mbits/sec    0    366 KBytes       
[ 14] 742.00-743.00 sec  1.49 MBytes  12.5 Mbits/sec    0    372 KBytes       
[ 14] 743.00-744.00 sec   764 KBytes  6.25 Mbits/sec    0    376 KBytes       
[ 14] 744.00-745.00 sec  1.49 MBytes  12.5 Mbits/sec    0    380 KBytes       
[ 14] 745.00-746.00 sec   764 KBytes  6.25 Mbits/sec    0    385 KBytes       
[ 14] 746.00-747.00 sec  1.55 MBytes  13.0 Mbits/sec    0    389 KBytes       
[ 14] 747.00-748.00 sec   827 KBytes  6.77 Mbits/sec    0    393 KBytes       
[ 14] 748.00-749.00 sec  1.62 MBytes  13.6 Mbits/sec    0    397 KBytes       
[ 14] 749.00-750.00 sec   827 KBytes  6.78 Mbits/sec    0    402 KBytes       
[ 14] 750.00-751.00 sec  1.62 MBytes  13.6 Mbits/sec    0    406 KBytes       
[ 14] 751.00-752.00 sec   827 KBytes  6.77 Mbits/sec    0    409 KBytes       
[ 14] 752.00-753.00 sec  1.62 MBytes  13.6 Mbits/sec    0    413 KBytes       
[ 14] 753.00-754.00 sec   827 KBytes  6.77 Mbits/sec    0    417 KBytes       
[ 14] 754.00-755.00 sec   891 KBytes  7.30 Mbits/sec    0    421 KBytes       
[ 14] 755.00-756.00 sec  1.74 MBytes  14.6 Mbits/sec    0    426 KBytes       
[ 14] 756.00-757.00 sec   891 KBytes  7.30 Mbits/sec    0    428 KBytes       
[ 14] 757.00-758.00 sec   891 KBytes  7.30 Mbits/sec    0    433 KBytes       
[ 14] 758.00-759.00 sec  1.74 MBytes  14.6 Mbits/sec    0    437 KBytes       
[ 14] 759.00-760.00 sec   891 KBytes  7.30 Mbits/sec    0    440 KBytes       
[ 14] 760.00-761.00 sec   891 KBytes  7.30 Mbits/sec    0    444 KBytes       
[ 14] 761.00-762.00 sec  1.74 MBytes  14.6 Mbits/sec    0    448 KBytes       
[ 14] 762.00-763.00 sec   891 KBytes  7.30 Mbits/sec    0    451 KBytes       
[ 14] 763.00-764.00 sec   954 KBytes  7.82 Mbits/sec    0    455 KBytes       
[ 14] 764.00-765.00 sec   954 KBytes  7.82 Mbits/sec    0    458 KBytes       
[ 14] 765.00-766.00 sec  1.86 MBytes  15.6 Mbits/sec    0    462 KBytes       
[ 14] 766.00-767.00 sec   954 KBytes  7.82 Mbits/sec    0    465 KBytes       
[ 14] 767.00-768.00 sec   954 KBytes  7.82 Mbits/sec    0    469 KBytes       
[ 14] 768.00-769.00 sec   954 KBytes  7.82 Mbits/sec    0    472 KBytes       
[ 14] 769.00-770.00 sec  1.86 MBytes  15.6 Mbits/sec    0    477 KBytes       
[ 14] 770.00-771.00 sec   954 KBytes  7.82 Mbits/sec    0    479 KBytes       
[ 14] 771.00-772.00 sec   954 KBytes  7.82 Mbits/sec    0    484 KBytes       
[ 14] 772.00-773.00 sec  1018 KBytes  8.34 Mbits/sec    0    486 KBytes       
[ 14] 773.00-774.00 sec  1018 KBytes  8.34 Mbits/sec    0    491 KBytes       
[ 14] 774.00-775.00 sec  1.99 MBytes  16.7 Mbits/sec    0    494 KBytes       
[ 14] 775.00-776.00 sec  1018 KBytes  8.34 Mbits/sec    0    496 KBytes       
[ 14] 776.00-777.00 sec  1018 KBytes  8.34 Mbits/sec    0    501 KBytes       
[ 14] 777.00-778.00 sec  1018 KBytes  8.34 Mbits/sec    0    503 KBytes       
[ 14] 778.00-779.00 sec  1018 KBytes  8.34 Mbits/sec    0    506 KBytes       
[ 14] 779.00-780.00 sec  1018 KBytes  8.34 Mbits/sec    0    510 KBytes       
[ 14] 780.00-781.00 sec  1.99 MBytes  16.7 Mbits/sec    0    513 KBytes       
[ 14] 781.00-782.00 sec  1.06 MBytes  8.86 Mbits/sec    0    516 KBytes       
[ 14] 782.00-783.00 sec  1.06 MBytes  8.86 Mbits/sec    0    519 KBytes       
[ 14] 783.00-784.00 sec  1.06 MBytes  8.86 Mbits/sec    0    523 KBytes       
[ 14] 784.00-785.00 sec  1.06 MBytes  8.87 Mbits/sec    0    526 KBytes       
[ 14] 785.00-786.00 sec  1.06 MBytes  8.86 Mbits/sec    0    529 KBytes       
[ 14] 786.00-787.00 sec  1.06 MBytes  8.87 Mbits/sec    0    532 KBytes       
[ 14] 787.00-788.00 sec  1.06 MBytes  8.86 Mbits/sec    0    535 KBytes       
[ 14] 788.00-789.00 sec  1.06 MBytes  8.86 Mbits/sec    0    539 KBytes       
[ 14] 789.00-790.00 sec  1.06 MBytes  8.86 Mbits/sec    0    542 KBytes       
[ 14] 790.00-791.00 sec  2.11 MBytes  17.7 Mbits/sec    0    544 KBytes       
[ 14] 791.00-792.00 sec  1.12 MBytes  9.38 Mbits/sec    0    547 KBytes       
[ 14] 792.00-793.00 sec  1.12 MBytes  9.38 Mbits/sec    0    550 KBytes       
[ 14] 793.00-794.00 sec  1.12 MBytes  9.38 Mbits/sec    0    553 KBytes       
[ 14] 794.00-795.00 sec  1.12 MBytes  9.38 Mbits/sec    0    556 KBytes       
[ 14] 795.00-796.00 sec  1.12 MBytes  9.38 Mbits/sec    0    560 KBytes       
[ 14] 796.00-797.00 sec  1.12 MBytes  9.38 Mbits/sec    0    563 KBytes       
[ 14] 797.00-798.00 sec  1.12 MBytes  9.38 Mbits/sec    0    566 KBytes       
[ 14] 798.00-799.00 sec  1.12 MBytes  9.38 Mbits/sec    0    568 KBytes       
[ 14] 799.00-800.00 sec  1.12 MBytes  9.38 Mbits/sec    0    571 KBytes       
[ 14] 800.00-801.00 sec  1.12 MBytes  9.38 Mbits/sec    0    574 KBytes       
[ 14] 801.00-802.00 sec  1.12 MBytes  9.38 Mbits/sec    0    577 KBytes       
[ 14] 802.00-803.00 sec  1.18 MBytes  9.90 Mbits/sec    0    580 KBytes       
[ 14] 803.00-804.00 sec  1.18 MBytes  9.91 Mbits/sec    0    583 KBytes       
[ 14] 804.00-805.00 sec  1.18 MBytes  9.90 Mbits/sec    0    585 KBytes       
[ 14] 805.00-806.00 sec  1.18 MBytes  9.91 Mbits/sec    0    588 KBytes       
[ 14] 806.00-807.00 sec  1.18 MBytes  9.90 Mbits/sec    0    591 KBytes       
[ 14] 807.00-808.00 sec  1.18 MBytes  9.91 Mbits/sec    0    594 KBytes       
[ 14] 808.00-809.00 sec  1.18 MBytes  9.90 Mbits/sec    0    597 KBytes       
[ 14] 809.00-810.00 sec  1.18 MBytes  9.91 Mbits/sec    0    600 KBytes       
[ 14] 810.00-811.00 sec  1.18 MBytes  9.90 Mbits/sec    0    602 KBytes       
[ 14] 811.00-812.00 sec  1.18 MBytes  9.90 Mbits/sec    0    605 KBytes       
[ 14] 812.00-813.00 sec  1.18 MBytes  9.90 Mbits/sec    0    608 KBytes       
[ 14] 813.00-814.00 sec  1.24 MBytes  10.4 Mbits/sec    0    609 KBytes       
[ 14] 814.00-815.00 sec  1.24 MBytes  10.4 Mbits/sec    0    612 KBytes       
[ 14] 815.00-816.00 sec  0.00 Bytes  0.00 bits/sec    0    615 KBytes       
[ 14] 816.00-817.00 sec  1.24 MBytes  10.4 Mbits/sec    0    618 KBytes       
[ 14] 817.00-818.00 sec  1.24 MBytes  10.4 Mbits/sec    0    621 KBytes       
[ 14] 818.00-819.00 sec  1.24 MBytes  10.4 Mbits/sec    0    624 KBytes       
[ 14] 819.00-820.00 sec  1.24 MBytes  10.4 Mbits/sec    0    626 KBytes       
[ 14] 820.00-821.00 sec  1.24 MBytes  10.4 Mbits/sec    0    629 KBytes       
[ 14] 821.00-822.00 sec  1.24 MBytes  10.4 Mbits/sec    0    632 KBytes       
[ 14] 822.00-823.00 sec  1.24 MBytes  10.4 Mbits/sec    0    634 KBytes       
[ 14] 823.00-824.00 sec  1.24 MBytes  10.4 Mbits/sec    0    636 KBytes       
[ 14] 824.00-825.00 sec  1.24 MBytes  10.4 Mbits/sec    0    639 KBytes       
[ 14] 825.00-826.00 sec  1.24 MBytes  10.4 Mbits/sec    0    642 KBytes       
[ 14] 826.00-827.00 sec  1.25 MBytes  10.5 Mbits/sec    0    645 KBytes       
[ 14] 827.00-828.00 sec  1.25 MBytes  10.5 Mbits/sec    0    646 KBytes       
[ 14] 828.00-829.00 sec  0.00 Bytes  0.00 bits/sec    0    649 KBytes       
[ 14] 829.00-830.00 sec  1.25 MBytes  10.5 Mbits/sec    0    652 KBytes       
[ 14] 830.00-831.00 sec  1.25 MBytes  10.5 Mbits/sec    0    655 KBytes       
[ 14] 831.00-832.00 sec  1.25 MBytes  10.5 Mbits/sec    0    658 KBytes       
[ 14] 832.00-833.00 sec  1.25 MBytes  10.5 Mbits/sec    0    659 KBytes       
[ 14] 833.00-834.00 sec  1.25 MBytes  10.5 Mbits/sec    0    662 KBytes       
[ 14] 834.00-835.00 sec  1.25 MBytes  10.5 Mbits/sec    0    665 KBytes       
[ 14] 835.00-836.00 sec  1.25 MBytes  10.5 Mbits/sec    0    667 KBytes       
[ 14] 836.00-837.00 sec  1.25 MBytes  10.5 Mbits/sec    0    669 KBytes       
[ 14] 837.00-838.00 sec  1.25 MBytes  10.5 Mbits/sec    0    672 KBytes       
[ 14] 838.00-839.00 sec  1.25 MBytes  10.5 Mbits/sec    0    675 KBytes       
[ 14] 839.00-840.00 sec  1.25 MBytes  10.5 Mbits/sec    0    677 KBytes       
[ 14] 840.00-841.00 sec  0.00 Bytes  0.00 bits/sec    0    679 KBytes       
[ 14] 841.00-842.00 sec  1.25 MBytes  10.5 Mbits/sec    0    682 KBytes       
[ 14] 842.00-843.00 sec  1.25 MBytes  10.5 Mbits/sec    0    684 KBytes       
[ 14] 843.00-844.00 sec  1.25 MBytes  10.5 Mbits/sec    0    686 KBytes       
[ 14] 844.00-845.00 sec  1.25 MBytes  10.5 Mbits/sec    0    689 KBytes       
[ 14] 845.00-846.00 sec  1.25 MBytes  10.5 Mbits/sec    0    691 KBytes       
[ 14] 846.00-847.00 sec  1.25 MBytes  10.5 Mbits/sec    0    694 KBytes       
[ 14] 847.00-848.00 sec  1.25 MBytes  10.5 Mbits/sec    0    696 KBytes       
[ 14] 848.00-849.00 sec  1.25 MBytes  10.5 Mbits/sec    0    699 KBytes       
[ 14] 849.00-850.00 sec  1.25 MBytes  10.5 Mbits/sec    0    701 KBytes       
[ 14] 850.00-851.00 sec  1.25 MBytes  10.5 Mbits/sec    0    703 KBytes       
[ 14] 851.00-852.00 sec  1.25 MBytes  10.5 Mbits/sec    0    706 KBytes       
[ 14] 852.00-853.00 sec  1.25 MBytes  10.5 Mbits/sec    0    708 KBytes       
[ 14] 853.00-854.00 sec  0.00 Bytes  0.00 bits/sec    0    710 KBytes       
